name	x	y	z	size	group	hemisphere	type	ind.region
LA1	-37.542	3.90716	-25.4878912110994	6.184	LA	L	depth	superiortemporal
LA2	-44.7533	5.96583	-25.2913085038964	6.184	LA	L	depth	temporalpole
LA3	-52.5982	4.8814	-24.3905580609391	6.184	LA	L	depth	temporalpole
LA4	-60.4372	1.31419	-28.0525604492511	6.184	LA	L	depth	temporalpole
LA5	-64.6545	-1.10121	-27.547548987646	6.184	LA	L	depth	superiortemporal
LA6	-65.0496	-1.26739	-27.6257126338154	6.184	LA	L	depth	superiortemporal
LA7	-69.6694	-2.62413	-29.773195043089	6.184	LA	L	depth	superiortemporal
LA8	-75.015	-3.66133	-30.2057266662852	6.184	LA	L	depth	superiortemporal
LA9	-80.4444	-4.21246	-29.1476389549707	6.184	LA	L	depth	superiortemporal
LA10	-85.7783	-4.39374	-29.346604186081	6.184	LA	L	depth	superiortemporal
LT1	-52.5975	12.5662	-19.2978201089533	6.184	LT	L	depth	parsopercularis
LT2	-56.0391	13.0665	-19.2289170224299	6.184	LT	L	depth	superiortemporal
LT3	-59.519	13.4774	-20.111126837285	6.184	LT	L	depth	superiortemporal
LT4	-61.9332	13.2506	-20.8218836532508	6.184	LT	L	depth	superiortemporal
LT5	-65.1657	13.2258	-22.8198201898065	6.184	LT	L	depth	superiortemporal
LT6	-69.0483	13.3338	-23.4944638445794	6.184	LT	L	depth	superiortemporal
LT7	-71.8605	13.7193	-25.1481086317293	6.184	LT	L	depth	superiortemporal
LT8	-75.7751	14.2069	-25.6028992682582	6.184	LT	L	depth	superiortemporal
LT9	-79.2111	14.8624	-25.9834691104224	6.184	LT	L	depth	superiortemporal
LT10	-82.1261	15.9224	-27.6393792027206	6.184	LT	L	depth	superiortemporal
LB1	-42.2279	-17.4089	-19.7005495613243	6.184	LB	L	depth	temporalpole
LB2	-45.0074	-17.9482	-20.6016995496976	6.184	LB	L	depth	temporalpole
LB3	-50.4603	-17.2563	-18.8324586410784	6.184	LB	L	depth	temporalpole
LB4	-55.893	-16.7993	-19.041185593409	6.184	LB	L	depth	temporalpole
LB5	-60.6084	-16.4357	-19.368658868274	6.184	LB	L	depth	temporalpole
LB6	-63.9277	-16.4015	-19.3090748804291	6.184	LB	L	depth	middletemporal
LB7	-67.8863	-15.4811	-18.5134216497874	6.184	LB	L	depth	middletemporal
LB8	-70.6876	-16.6191	-19.1823887583416	6.184	LB	L	depth	middletemporal
LB9	-72.8679	-16.8436	-18.2001377775693	6.184	LB	L	depth	middletemporal
LB10	-75.1106	-17.2297	-18.4870740693142	6.184	LB	L	depth	middletemporal
LC1	-30.1092	-32.8369	-12.8901024220409	6.184	LC	L	depth	entorhinal
LC2	-33.8793	-32.1058	-13.269602932612	6.184	LC	L	depth	entorhinal
LC3	-38.0365	-31.7005	-13.6441635395135	6.184	LC	L	depth	entorhinal
LC4	-42.6832	-31.541	-14.5365756226115	6.184	LC	L	depth	fusiform
LC5	-48.3092	-28.0841	-11.8198546084604	6.184	LC	L	depth	superiortemporal
LC6	-53.6723	-26.1129	-12.0688347230694	6.184	LC	L	depth	middletemporal
LC7	-60.1935	-25.6298	-15.0245612757773	6.184	LC	L	depth	middletemporal
LC8	-65.3812	-26.447	-17.0111061456598	6.184	LC	L	depth	middletemporal
LC9	-69.0293	-26.5153	-14.4267410746327	6.184	LC	L	depth	middletemporal
LC10	-73.5729	-27.6769	-14.2041785783033	6.184	LC	L	depth	middletemporal
LU1	-34.8167	-19.8391	3.53513860232835	6.184	LU	L	depth	insula
LU2	-41.4164	-18.7868	5.04065044339621	6.184	LU	L	depth	superiortemporal
LU3	-46.5055	-16.2558	4.80172220489162	6.184	LU	L	depth	superiortemporal
LU4	-50.5369	-13.1802	3.86813029566216	6.184	LU	L	depth	superiortemporal
LU5	-53.8125	-10.28	2.23883588155614	6.184	LU	L	depth	superiortemporal
LU6	-58.0042	-9.2906	-0.65866941015885	6.184	LU	L	depth	superiortemporal
LU7	-63.827	-10.9685	-3.12133532639431	6.184	LU	L	depth	superiortemporal
LU8	-68.5478	-10.8127	-1.85143796294698	6.184	LU	L	depth	superiortemporal
LU9	-71.432	-10.8166	-2.66265906083984	6.184	LU	L	depth	superiortemporal
LU10	-73.8848	-11.5446	-2.83742669952076	6.184	LU	L	depth	superiortemporal
LF1	-33.3186	-43.34	-12.9116937551604	6.184	LF	L	depth	entorhinal
LF2	-37.126	-43.3822	-14.1728052356716	6.184	LF	L	depth	parahippocampal
LF3	-39.7242	-43.8948	-16.9408392359245	6.184	LF	L	depth	fusiform
LF4	-42.7494	-43.3575	-18.5105911574535	6.184	LF	L	depth	fusiform
LF5	-48.153	-41.1723	-20.0168837536322	6.184	LF	L	depth	inferiortemporal
LF6	-55.0034	-36.3042	-19.4367785396938	6.184	LF	L	depth	middletemporal
LF7	-61.8644	-34.9339	-19.411347073663	6.184	LF	L	depth	middletemporal
LF8	-67.3568	-35.9077	-20.8275034309516	6.184	LF	L	depth	middletemporal
LF9	-71.1706	-36.936	-20.2820970225085	6.184	LF	L	depth	middletemporal
LF10	-74.4063	-36.2316	-21.2574518440294	6.184	LF	L	depth	middletemporal
LX1	-9.32372	-45.8707	19.5325404250716	6.184	LX	L	depth	isthmuscingulate
LX2	-16.9297	-46.3767	19.9896497282256	6.184	LX	L	depth	isthmuscingulate
LX3	-22.9093	-46.3482	22.0937300836915	6.184	LX	L	depth	insula
LX4	-27.3817	-46.4434	24.3102564441522	6.184	LX	L	depth	inferiorparietal
LX5	-32.6102	-47.4089	26.1320919762272	6.184	LX	L	depth	inferiorparietal
LX6	-38.1835	-46.5834	28.6494629477554	6.184	LX	L	depth	bankssts
LX7	-44.5628	-46.6127	28.9356593136023	6.184	LX	L	depth	bankssts
