name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
2Rd1-2Rd2	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
2Rd2-2Rd3	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
2Rd3-2Rd4	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
2Rd4-2Rd5	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
2Rd5-2Rd6	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
2Rd6-2Rd7	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
2Rd7-2Rd8	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
2Rd8-2Rd9	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
2Rd10-2Rd11	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
2Rd10-2Rd9	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
2Rd11-2Rd12	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd1-4Rd2	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd2-4Rd3	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd3-4Rd4	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd4-4Rd5	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd5-4Rd6	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd6-4Rd7	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd7-4Rd8	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd8-4Rd9	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd10-4Rd11	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd10-4Rd9	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd11-4Rd12	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd12-4Rd13	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd13-4Rd14	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
4Rd14-4Rd15	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
6Rd1-6Rd2	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
6Rd2-6Rd3	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
6Rd3-6Rd4	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
6Rd4-6Rd5	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
6Rd5-6Rd6	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
6Rd6-6Rd7	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
6Rd7-6Rd8	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
6Rd8-6Rd9	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
6Rd10-6Rd9	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
6Rd10-6Rd11	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
6Rd11-6Rd12	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
8Rd1-8Rd2	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
8Rd2-8Rd3	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
8Rd3-8Rd4	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
8Rd4-8Rd5	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
8Rd5-8Rd6	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
8Rd6-8Rd7	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
8Rd7-8Rd8	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
8Rd8-8Rd9	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
8Rd10-8Rd9	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
8Rd10-8Rd11	SEEG	V	n/a	n/a	bipolar	Rd	1024	depth	n/a
