name	x	y	z	size	group	hemisphere	type	ind.region
LA1	-14.6318	-1.00885	-24.4687753042524	5.024	LA	L	depth	insula
LA2	-18.1324	0.172342	-25.0014035848904	5.024	LA	L	depth	insula
LA3	-21.9287	1.34305	-26.4649238702424	5.024	LA	L	depth	insula
LA4	-24.7958	1.46429	-27.2118905048247	5.024	LA	L	depth	insula
LA5	-27.7095	2.82791	-28.1216548548981	5.024	LA	L	depth	insula
LA6	-31.341	3.74153	-29.4956165627596	5.024	LA	L	depth	insula
LA7	-34.6387	4.96724	-30.5649404591297	5.024	LA	L	depth	inferiortemporal
LA8	-38.0865	7.14276	-31.2928179763416	5.024	LA	L	depth	inferiortemporal
LA9	-42.1971	9.62964	-31.0678519628907	5.024	LA	L	depth	inferiortemporal
LA10	-46.1231	11.5734	-30.2673162336889	5.024	LA	L	depth	superiortemporal
LA11	-50.3827	13.5473	-30.0417513896161	5.024	LA	L	depth	superiortemporal
LA12	-54.1634	14.4773	-29.6659452793669	5.024	LA	L	depth	middletemporal
LB1	-22.9011	-10.3557	-19.7436843909744	5.024	LB	L	depth	insula
LB2	-26.4039	-10.1329	-20.9811428832777	5.024	LB	L	depth	insula
LB3	-30.5586	-9.45323	-21.6291144274178	5.024	LB	L	depth	insula
LB4	-35.3296	-9.94675	-24.3006352633454	5.024	LB	L	depth	insula
LB5	-40.5856	-9.27416	-25.0077581611099	5.024	LB	L	depth	insula
LB6	-43.3324	-8.89194	-25.0661514167427	5.024	LB	L	depth	fusiform
LB7	-45.8053	-8.46153	-23.8402790433988	5.024	LB	L	depth	fusiform
LB8	-48.6459	-8.04849	-22.8636404817091	5.024	LB	L	depth	middletemporal
LB9	-52.1592	-7.88852	-20.9892823107089	5.024	LB	L	depth	superiortemporal
LB10	-56.7021	-8.039	-20.4674726903175	5.024	LB	L	depth	middletemporal
LB11	-61.2801	-7.13757	-20.2075775935109	5.024	LB	L	depth	middletemporal
LB12	-65.8264	-7.08124	-20.4568644965233	5.024	LB	L	depth	middletemporal
LC1	-28.0143	-22.9341	-12.9686003052299	5.024	LC	L	depth	insula
LC2	-31.8591	-23.1783	-12.8870042542942	5.024	LC	L	depth	insula
LC3	-35.7664	-24.2482	-14.0102251935513	5.024	LC	L	depth	insula
LC4	-39.261	-25.3174	-13.7011204729874	5.024	LC	L	depth	fusiform
LC5	-42.8222	-25.8467	-13.906718549947	5.024	LC	L	depth	fusiform
LC6	-45.2049	-26.7901	-13.6899712621486	5.024	LC	L	depth	fusiform
LC7	-48.8714	-27.2949	-13.7385786379523	5.024	LC	L	depth	bankssts
LC8	-53.1565	-28.2858	-14.3710821685924	5.024	LC	L	depth	inferiortemporal
