name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
LA1-LA2	SEEG	V	n/a	n/a	bipolar	LA	2000	depth	n/a
LA2-LA3	SEEG	V	n/a	n/a	bipolar	LA	2000	depth	n/a
LA3-LA4	SEEG	V	n/a	n/a	bipolar	LA	2000	depth	n/a
LA4-LA5	SEEG	V	n/a	n/a	bipolar	LA	2000	depth	n/a
LA5-LA6	SEEG	V	n/a	n/a	bipolar	LA	2000	depth	n/a
LA6-LA7	SEEG	V	n/a	n/a	bipolar	LA	2000	depth	n/a
LA7-LA8	SEEG	V	n/a	n/a	bipolar	LA	2000	depth	n/a
LA8-LA9	SEEG	V	n/a	n/a	bipolar	LA	2000	depth	n/a
LA10-LA9	SEEG	V	n/a	n/a	bipolar	LA	2000	depth	n/a
LA10-LA11	SEEG	V	n/a	n/a	bipolar	LA	2000	depth	n/a
LA11-LA12	SEEG	V	n/a	n/a	bipolar	LA	2000	depth	n/a
LB1-LB2	SEEG	V	n/a	n/a	bipolar	LB	2000	depth	n/a
LB2-LB3	SEEG	V	n/a	n/a	bipolar	LB	2000	depth	n/a
LB3-LB4	SEEG	V	n/a	n/a	bipolar	LB	2000	depth	n/a
LB4-LB5	SEEG	V	n/a	n/a	bipolar	LB	2000	depth	n/a
LB5-LB6	SEEG	V	n/a	n/a	bipolar	LB	2000	depth	n/a
LB6-LB7	SEEG	V	n/a	n/a	bipolar	LB	2000	depth	n/a
LB7-LB8	SEEG	V	n/a	n/a	bipolar	LB	2000	depth	n/a
LB8-LB9	SEEG	V	n/a	n/a	bipolar	LB	2000	depth	n/a
LB10-LB9	SEEG	V	n/a	n/a	bipolar	LB	2000	depth	n/a
LQ1-LQ2	SEEG	V	n/a	n/a	bipolar	LQ	2000	depth	n/a
LQ2-LQ3	SEEG	V	n/a	n/a	bipolar	LQ	2000	depth	n/a
LQ3-LQ4	SEEG	V	n/a	n/a	bipolar	LQ	2000	depth	n/a
LQ4-LQ5	SEEG	V	n/a	n/a	bipolar	LQ	2000	depth	n/a
LQ5-LQ6	SEEG	V	n/a	n/a	bipolar	LQ	2000	depth	n/a
LQ6-LQ7	SEEG	V	n/a	n/a	bipolar	LQ	2000	depth	n/a
LQ7-LQ8	SEEG	V	n/a	n/a	bipolar	LQ	2000	depth	n/a
LQ8-LQ9	SEEG	V	n/a	n/a	bipolar	LQ	2000	depth	n/a
LQ10-LQ9	SEEG	V	n/a	n/a	bipolar	LQ	2000	depth	n/a
LQ10-LQ11	SEEG	V	n/a	n/a	bipolar	LQ	2000	depth	n/a
LQ11-LQ12	SEEG	V	n/a	n/a	bipolar	LQ	2000	depth	n/a
LU1-LU2	SEEG	V	n/a	n/a	bipolar	LU	2000	depth	n/a
LU2-LU3	SEEG	V	n/a	n/a	bipolar	LU	2000	depth	n/a
LU3-LU4	SEEG	V	n/a	n/a	bipolar	LU	2000	depth	n/a
LU4-LU5	SEEG	V	n/a	n/a	bipolar	LU	2000	depth	n/a
LU5-LU6	SEEG	V	n/a	n/a	bipolar	LU	2000	depth	n/a
LU6-LU7	SEEG	V	n/a	n/a	bipolar	LU	2000	depth	n/a
LU7-LU8	SEEG	V	n/a	n/a	bipolar	LU	2000	depth	n/a
LU8-LU9	SEEG	V	n/a	n/a	bipolar	LU	2000	depth	n/a
LU10-LU11	SEEG	V	n/a	n/a	bipolar	LU	2000	depth	n/a
LU10-LU9	SEEG	V	n/a	n/a	bipolar	LU	2000	depth	n/a
LU11-LU12	SEEG	V	n/a	n/a	bipolar	LU	2000	depth	n/a
LL1-LL2	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL2-LL3	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL3-LL4	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL4-LL5	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL5-LL6	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL6-LL7	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL7-LL8	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL8-LL9	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL10-LL11	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL10-LL9	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL11-LL12	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL12-LL13	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL13-LL14	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL14-LL15	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL15-LL16	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL16-LL17	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LL17-LL18	SEEG	V	n/a	n/a	bipolar	LL	2000	depth	n/a
LBA1-LBA2	SEEG	V	n/a	n/a	bipolar	LBA	2000	depth	n/a
LBA2-LBA3	SEEG	V	n/a	n/a	bipolar	LBA	2000	depth	n/a
LBA3-LBA4	SEEG	V	n/a	n/a	bipolar	LBA	2000	depth	n/a
LBA4-LBA5	SEEG	V	n/a	n/a	bipolar	LBA	2000	depth	n/a
LOP1-LOP2	SEEG	V	n/a	n/a	bipolar	LOP	2000	depth	n/a
LOP2-LOP3	SEEG	V	n/a	n/a	bipolar	LOP	2000	depth	n/a
LOP3-LOP4	SEEG	V	n/a	n/a	bipolar	LOP	2000	depth	n/a
LOP4-LOP5	SEEG	V	n/a	n/a	bipolar	LOP	2000	depth	n/a
LOP5-LOP6	SEEG	V	n/a	n/a	bipolar	LOP	2000	depth	n/a
