filename	acq_time
ieeg/sub-R1642J_ses-5_task-RepFR1_acq-bipolar_ieeg.edf	n/a
ieeg/sub-R1642J_ses-5_task-RepFR1_acq-monopolar_ieeg.edf	n/a
