name	x	y	z	size	group	hemisphere	type	ind.region
A-1	15.6372	1.79555	-26.4734364948831	-999	A	R	depth	insula
A-2	18.7092	-0.187934	-26.6528360355081	-999	A	R	depth	insula
A-3	21.8462	-1.03949	-25.8868964491032	-999	A	R	depth	insula
A-4	25.6307	-2.11315	-25.5253135895147	-999	A	R	depth	insula
A-5	25.5057	-2.63917	-25.5135867212402	-999	A	R	depth	insula
A-6	29.3454	-3.00402	-25.218001383361	-999	A	R	depth	insula
A-7	32.9515	-4.18549	-25.2577585986184	-999	A	R	depth	insula
A-8	37.3974	-5.42311	-27.512315426279	-999	A	R	depth	insula
A-9	41.061	-5.87602	-29.0212480316047	-999	A	R	depth	fusiform
A-10	45.5938	-5.69413	-29.6301995154008	-999	A	R	depth	inferiortemporal
A-11	49.5464	-5.91459	-29.471964271925	-999	A	R	depth	inferiortemporal
A-13	54.3983	-6.625	-28.2101100683664	-999	A	R	depth	middletemporal
A-14	58.315	-7.5155	-27.1685677535828	-999	A	R	depth	middletemporal
A-15	62.3857	-7.38352	-27.5969744031474	-999	A	R	depth	middletemporal
B-1	19.7771	-14.0304	-20.9513010375588	-999	B	R	depth	insula
B-2	22.4777	-13.9768	-21.4100052828033	-999	B	R	depth	insula
B-3	25.406	-14.2751	-21.4853640658373	-999	B	R	depth	insula
B-4	29.3282	-14.628	-21.4019503617779	-999	B	R	depth	insula
B-6	33.1944	-15.334	-21.7630781435813	-999	B	R	depth	insula
B-7	37.2887	-16.8073	-23.7419549105362	-999	B	R	depth	fusiform
B-8	40.2616	-16.9602	-23.8487489092615	-999	B	R	depth	inferiortemporal
B-9	43.4963	-17.2669	-22.4272830032905	-999	B	R	depth	inferiortemporal
B-10	46.3893	-17.6717	-21.788524313462	-999	B	R	depth	inferiortemporal
B-11	49.9657	-17.953	-20.9880459689238	-999	B	R	depth	inferiortemporal
B-12	50.7209	-17.4387	-20.6939208496645	-999	B	R	depth	inferiortemporal
B-13	55.4032	-17.6906	-19.1988732379452	-999	B	R	depth	middletemporal
B-14	60.0018	-17.9079	-19.7333199680471	-999	B	R	depth	middletemporal
B-15	64.8473	-18.7834	-20.612221105566	-999	B	R	depth	middletemporal
C-1	19.6718	-25.9291	-12.4911031720647	-999	C	R	depth	insula
C-2	23.7845	-26.1554	-13.0131217994293	-999	C	R	depth	insula
C-3	28.7701	-25.8473	-12.9933487785014	-999	C	R	depth	insula
C-4	33.216	-26.6816	-12.9322559134779	-999	C	R	depth	insula
C-5	39.8679	-26.4594	-12.7036183409147	-999	C	R	depth	insula
C-6	45.3527	-27.1796	-11.8451984403975	-999	C	R	depth	fusiform
C-7	50.2662	-27.317	-10.7958369786218	-999	C	R	depth	middletemporal
