name	x	y	z	size	group	hemisphere	type	ind.region
A-1	24.3766	-45.4907	-6.48911743253774	-999	A	R	depth	lingual
A-2	31.0256	-46.3031	-10.6347941676881	-999	A	R	depth	fusiform
A-3	35.5162	-45.7293	-11.1198883761452	-999	A	R	depth	fusiform
A-4	40.2388	-45.9865	-12.0051544389664	-999	A	R	depth	fusiform
A-5	47.7478	-45.4754	-11.3061469647348	-999	A	R	depth	inferiortemporal
A-6	54.9888	-45.7171	-11.1345448757981	-999	A	R	depth	middletemporal
A-7	62.0531	-44.6832	-12.722654168966	-999	A	R	depth	middletemporal
A-8	69.8184	-43.4055	-10.5951090548285	-999	A	R	depth	middletemporal
B-1	7.36512	-54.6672	24.8470213881626	-999	B	R	depth	precuneus
B-2	10.639	-53.9594	24.3868129215748	-999	B	R	depth	precuneus
B-3	13.5542	-53.6471	23.7007626145525	-999	B	R	depth	precuneus
B-4	16.3223	-53.5913	24.7326017785821	-999	B	R	depth	precuneus
B-5	19.3444	-53.5111	25.2992157158384	-999	B	R	depth	precuneus
B-6	22.7841	-53.3409	25.9585438415206	-999	B	R	depth	precuneus
B-7	26.3399	-54.0603	26.5462385115055	-999	B	R	depth	superiorparietal
B-8	29.8382	-54.424	26.9823702744361	-999	B	R	depth	inferiorparietal
B-9	34.3265	-54.2439	27.2297061968052	-999	B	R	depth	inferiorparietal
B-10	38.6173	-54.7725	27.786227837898	-999	B	R	depth	inferiorparietal
B-11	41.5471	-54.4943	28.3090489883144	-999	B	R	depth	inferiorparietal
B-12	44.7656	-52.9694	28.4394221983054	-999	B	R	depth	inferiorparietal
B-13	48.7429	-51.9438	29.3814467557573	-999	B	R	depth	inferiorparietal
B-14	53.1545	-51.1389	29.966909162438	-999	B	R	depth	inferiorparietal
B-15	57.817	-50.6188	30.7012705607169	-999	B	R	depth	inferiorparietal
C-1	4.44685	-69.122	40.2231138575522	-999	C	R	depth	precuneus
C-2	7.82443	-69.0749	40.3649548872805	-999	C	R	depth	precuneus
C-3	10.9411	-69.1139	39.2509250532917	-999	C	R	depth	precuneus
C-4	14.1138	-70.4689	37.3553298016062	-999	C	R	depth	precuneus
C-5	15.7987	-70.9004	37.0420827831227	-999	C	R	depth	precuneus
C-6	17.5959	-69.903	38.9677214044513	-999	C	R	depth	precuneus
C-7	19.612	-68.6554	41.6485106837941	-999	C	R	depth	superiorparietal
C-8	22.1219	-67.9404	43.5864856951467	-999	C	R	depth	superiorparietal
C-9	27.7072	-65.4212	47.4778324759308	-999	C	R	depth	superiorparietal
C-10	33.7496	-64.9521	49.3651398150964	-999	C	R	depth	inferiorparietal
C-11	37.5569	-65.094	47.6507251336899	-999	C	R	depth	inferiorparietal
C-12	41.9119	-63.8032	46.819143208926	-999	C	R	depth	inferiorparietal
D-1	6.62705	-81.0752	27.2394759668906	-999	D	R	depth	cuneus
D-2	10.2601	-82.3976	28.8596670530615	-999	D	R	depth	cuneus
D-3	13.6058	-82.6383	29.5308669995208	-999	D	R	depth	superiorparietal
D-4	16.2784	-82.0737	30.2737251013188	-999	D	R	depth	superiorparietal
D-5	18.193	-82.088	30.5931248083384	-999	D	R	depth	superiorparietal
D-6	20.8507	-81.784	31.244938392178	-999	D	R	depth	superiorparietal
D-7	21.8445	-79.4071	33.2161945286862	-999	D	R	depth	superiorparietal
D-8	26.2837	-75.793	36.2037540435683	-999	D	R	depth	superiorparietal
D-9	29.5034	-73.099	38.8752480050442	-999	D	R	depth	inferiorparietal
D-10	31.314	-72.6147	40.8365467230805	-999	D	R	depth	inferiorparietal
D-11	35.8335	-71.8453	42.4390371201523	-999	D	R	depth	inferiorparietal
D-12	40.0742	-72.0479	44.5573115767464	-999	D	R	depth	inferiorparietal
D-13	45.0331	-70.8171	46.0100444272418	-999	D	R	depth	inferiorparietal
D-14	47.9801	-70.7745	46.7674233747979	-999	D	R	depth	inferiorparietal
D-15	52.2327	-68.7845	48.8474539283746	-999	D	R	depth	inferiorparietal
E-1	3.54743	-91.3311	27.0515143196809	-999	E	R	depth	superiorparietal
E-2	9.16935	-90.7632	28.636167063279	-999	E	R	depth	superiorparietal
E-3	13.6145	-89.9441	29.6199225956893	-999	E	R	depth	superiorparietal
E-4	17.3611	-89.1896	30.3491758413407	-999	E	R	depth	superiorparietal
E-5	20.3435	-88.5507	30.2709988576751	-999	E	R	depth	superiorparietal
E-6	22.7465	-87.8428	29.758106522207	-999	E	R	depth	inferiorparietal
E-7	25.15	-87.1855	29.1418123414557	-999	E	R	depth	inferiorparietal
E-8	27.1407	-86.2991	28.7713473765373	-999	E	R	depth	inferiorparietal
E-9	29.4673	-85.4434	28.5948919932078	-999	E	R	depth	inferiorparietal
E-10	32.1008	-84.4907	28.3774618322339	-999	E	R	depth	inferiorparietal
E-11	35.8572	-83.4873	27.593574961856	-999	E	R	depth	inferiorparietal
E-12	40.3852	-82.6634	28.1767247483099	-999	E	R	depth	inferiorparietal
F-1	3.59401	-98.8235	17.9666096821118	-999	F	R	depth	lateraloccipital
F-2	7.3323	-97.5958	19.2525400039595	-999	F	R	depth	lateraloccipital
F-3	11.4033	-95.9922	20.0425598567881	-999	F	R	depth	lateraloccipital
F-4	14.6723	-94.3305	21.6701134652261	-999	F	R	depth	lateraloccipital
F-5	17.8967	-92.485	22.4052017688493	-999	F	R	depth	lateraloccipital
F-6	21.9984	-90.7192	22.3055259188181	-999	F	R	depth	lateraloccipital
F-7	24.8639	-90.2843	21.5967897072654	-999	F	R	depth	lateraloccipital
F-8	28.8452	-89.9296	19.9883664806519	-999	F	R	depth	lateraloccipital
F-9	31.6978	-89.2544	20.0112599815497	-999	F	R	depth	lateraloccipital
F-10	34.6945	-86.9162	18.6396084375609	-999	F	R	depth	inferiorparietal
F-11	38.189	-86.0206	18.5941174560562	-999	F	R	depth	inferiorparietal
F-12	41.0427	-84.667	20.7423522128798	-999	F	R	depth	inferiorparietal
F-13	44.7103	-83.1683	20.8578877041924	-999	F	R	depth	lateraloccipital
F-14	47.3543	-80.4435	20.6378574507086	-999	F	R	depth	lateraloccipital
F-15	50.9681	-78.21	20.3476757721032	-999	F	R	depth	lateraloccipital
G-1	2.81785	-88.685	31.1199425165376	-999	G	R	depth	superiorparietal
G-2	6.65241	-87.7903	32.0830996869618	-999	G	R	depth	superiorparietal
G-3	11.0501	-87.0255	32.6155204470967	-999	G	R	depth	superiorparietal
G-4	14.267	-86.5618	33.2552526695477	-999	G	R	depth	superiorparietal
G-5	17.5043	-87.2259	33.7489984460518	-999	G	R	depth	superiorparietal
G-6	20.2794	-86.9775	33.3761311209924	-999	G	R	depth	superiorparietal
G-7	21.8356	-86.0943	33.7652346594	-999	G	R	depth	superiorparietal
G-8	23.3839	-83.8051	34.0190524037851	-999	G	R	depth	superiorparietal
G-9	25.1955	-81.3537	36.0000916260767	-999	G	R	depth	superiorparietal
G-10	29.3393	-78.5358	38.5577855091039	-999	G	R	depth	inferiorparietal
G-11	32.8194	-76.9634	38.9765633208507	-999	G	R	depth	inferiorparietal
G-12	37.9922	-74.9959	39.4990502619665	-999	G	R	depth	inferiorparietal
G-13	42.96	-74.4669	39.5476711230477	-999	G	R	depth	inferiorparietal
G-14	48.0336	-73.093	40.8631452797625	-999	G	R	depth	inferiorparietal
