name	x	y	z	size	group	hemisphere	type	ind.region
1Ld1	-21.1446	2.84108	-24.2639193858107	-999	1Ld	L	depth	insula
1Ld2	-24.0413	1.97073	-26.2067673018612	-999	1Ld	L	depth	insula
1Ld3	-26.8911	1.0094	-28.0935943280283	-999	1Ld	L	depth	insula
1Ld4	-29.6493	0.7815	-28.7370019692949	-999	1Ld	L	depth	insula
1Ld5	-32.5603	0.759487	-30.7817982258237	-999	1Ld	L	depth	fusiform
1Ld6	-37.9851	1.10326	-30.6429737002333	-999	1Ld	L	depth	fusiform
1Ld7	-42.8964	1.45486	-30.882515112187	-999	1Ld	L	depth	inferiortemporal
1Ld8	-48.2214	1.03377	-32.0641055306194	-999	1Ld	L	depth	inferiortemporal
1Ld9	-51.5557	1.08594	-31.8614615819298	-999	1Ld	L	depth	middletemporal
1Ld10	-55.0903	2.00458	-31.9040914575648	-999	1Ld	L	depth	middletemporal
1Ld11	-58.4123	2.86386	-34.1421299403387	-999	1Ld	L	depth	middletemporal
1Ld12	-61.8595	3.28593	-35.0173682820449	-999	1Ld	L	depth	middletemporal
1Ld13	-65.1721	3.63614	-35.7903001969764	-999	1Ld	L	depth	middletemporal
1Ld14	-68.7451	4.16654	-37.6937848633082	-999	1Ld	L	depth	middletemporal
1Ld15	-72.3224	4.13378	-38.0105237049034	-999	1Ld	L	depth	middletemporal
3Ld1	-22.9126	-7.26908	-22.3539991192523	-999	3Ld	L	depth	insula
3Ld2	-26.5336	-7.71214	-23.0133518895008	-999	3Ld	L	depth	insula
3Ld3	-29.6245	-9.08193	-24.4684065002507	-999	3Ld	L	depth	insula
3Ld4	-32.5467	-10.6639	-27.8444981590875	-999	3Ld	L	depth	insula
3Ld5	-36.7612	-10.6665	-28.730491146998	-999	3Ld	L	depth	insula
3Ld6	-41.4642	-9.51293	-26.1245571312811	-999	3Ld	L	depth	insula
3Ld7	-45.8943	-10.5474	-24.9282310754521	-999	3Ld	L	depth	inferiortemporal
3Ld8	-51.1807	-10.4289	-23.8708254309678	-999	3Ld	L	depth	inferiortemporal
3Ld9	-55.8261	-9.09237	-21.9233755552016	-999	3Ld	L	depth	middletemporal
3Ld10	-59.9513	-8.09706	-20.8481420685154	-999	3Ld	L	depth	middletemporal
