name	type	units	low_cutoff	high_cutoff	group	sampling_frequency	description	notch
RO1	SEEG	V	n/a	n/a	RO	1000	depth	n/a
RO2	SEEG	V	n/a	n/a	RO	1000	depth	n/a
RO3	SEEG	V	n/a	n/a	RO	1000	depth	n/a
RO4	SEEG	V	n/a	n/a	RO	1000	depth	n/a
RO5	SEEG	V	n/a	n/a	RO	1000	depth	n/a
RO6	SEEG	V	n/a	n/a	RO	1000	depth	n/a
RO7	SEEG	V	n/a	n/a	RO	1000	depth	n/a
RO8	SEEG	V	n/a	n/a	RO	1000	depth	n/a
RO9	SEEG	V	n/a	n/a	RO	1000	depth	n/a
RO10	SEEG	V	n/a	n/a	RO	1000	depth	n/a
RO11	SEEG	V	n/a	n/a	RO	1000	depth	n/a
RO12	SEEG	V	n/a	n/a	RO	1000	depth	n/a
RV1	SEEG	V	n/a	n/a	RV	1000	depth	n/a
RV2	SEEG	V	n/a	n/a	RV	1000	depth	n/a
RV3	SEEG	V	n/a	n/a	RV	1000	depth	n/a
RV4	SEEG	V	n/a	n/a	RV	1000	depth	n/a
RV5	SEEG	V	n/a	n/a	RV	1000	depth	n/a
RV6	SEEG	V	n/a	n/a	RV	1000	depth	n/a
RV7	SEEG	V	n/a	n/a	RV	1000	depth	n/a
RV8	SEEG	V	n/a	n/a	RV	1000	depth	n/a
RV9	SEEG	V	n/a	n/a	RV	1000	depth	n/a
RV10	SEEG	V	n/a	n/a	RV	1000	depth	n/a
RV11	SEEG	V	n/a	n/a	RV	1000	depth	n/a
RV12	SEEG	V	n/a	n/a	RV	1000	depth	n/a
ROpA1	SEEG	V	n/a	n/a	ROpA	1000	depth	n/a
ROpA2	SEEG	V	n/a	n/a	ROpA	1000	depth	n/a
ROpA3	SEEG	V	n/a	n/a	ROpA	1000	depth	n/a
ROpA4	SEEG	V	n/a	n/a	ROpA	1000	depth	n/a
ROpA5	SEEG	V	n/a	n/a	ROpA	1000	depth	n/a
ROpP1	SEEG	V	n/a	n/a	ROpP	1000	depth	n/a
ROpP2	SEEG	V	n/a	n/a	ROpP	1000	depth	n/a
ROpP3	SEEG	V	n/a	n/a	ROpP	1000	depth	n/a
ROpP4	SEEG	V	n/a	n/a	ROpP	1000	depth	n/a
ROpP5	SEEG	V	n/a	n/a	ROpP	1000	depth	n/a
ROpP6	SEEG	V	n/a	n/a	ROpP	1000	depth	n/a
ROpP7	SEEG	V	n/a	n/a	ROpP	1000	depth	n/a
ROpP8	SEEG	V	n/a	n/a	ROpP	1000	depth	n/a
RPB1	SEEG	V	n/a	n/a	RPB	1000	depth	n/a
RPB2	SEEG	V	n/a	n/a	RPB	1000	depth	n/a
RPB3	SEEG	V	n/a	n/a	RPB	1000	depth	n/a
RPB4	SEEG	V	n/a	n/a	RPB	1000	depth	n/a
RPB5	SEEG	V	n/a	n/a	RPB	1000	depth	n/a
RPB6	SEEG	V	n/a	n/a	RPB	1000	depth	n/a
RPB7	SEEG	V	n/a	n/a	RPB	1000	depth	n/a
RPB8	SEEG	V	n/a	n/a	RPB	1000	depth	n/a
RK1	SEEG	V	n/a	n/a	RK	1000	depth	n/a
RK2	SEEG	V	n/a	n/a	RK	1000	depth	n/a
RK3	SEEG	V	n/a	n/a	RK	1000	depth	n/a
RK4	SEEG	V	n/a	n/a	RK	1000	depth	n/a
RK5	SEEG	V	n/a	n/a	RK	1000	depth	n/a
RK6	SEEG	V	n/a	n/a	RK	1000	depth	n/a
RK7	SEEG	V	n/a	n/a	RK	1000	depth	n/a
RK8	SEEG	V	n/a	n/a	RK	1000	depth	n/a
RK9	SEEG	V	n/a	n/a	RK	1000	depth	n/a
RK10	SEEG	V	n/a	n/a	RK	1000	depth	n/a
RK11	SEEG	V	n/a	n/a	RK	1000	depth	n/a
