name	type	units	low_cutoff	high_cutoff	group	sampling_frequency	description	notch
LB1	ECOG	V	n/a	n/a	LB	1000	strip	n/a
LB2	ECOG	V	n/a	n/a	LB	1000	strip	n/a
LB3	ECOG	V	n/a	n/a	LB	1000	strip	n/a
LB4	ECOG	V	n/a	n/a	LB	1000	strip	n/a
LB5	ECOG	V	n/a	n/a	LB	1000	strip	n/a
LB6	ECOG	V	n/a	n/a	LB	1000	strip	n/a
LB7	ECOG	V	n/a	n/a	LB	1000	strip	n/a
LB8	ECOG	V	n/a	n/a	LB	1000	strip	n/a
LB9	ECOG	V	n/a	n/a	LB	1000	strip	n/a
LB10	ECOG	V	n/a	n/a	LB	1000	strip	n/a
LA1	ECOG	V	n/a	n/a	LA	1000	strip	n/a
LA2	ECOG	V	n/a	n/a	LA	1000	strip	n/a
LA3	ECOG	V	n/a	n/a	LA	1000	strip	n/a
LA4	ECOG	V	n/a	n/a	LA	1000	strip	n/a
LA5	ECOG	V	n/a	n/a	LA	1000	strip	n/a
LA6	ECOG	V	n/a	n/a	LA	1000	strip	n/a
LA7	ECOG	V	n/a	n/a	LA	1000	strip	n/a
LA8	ECOG	V	n/a	n/a	LA	1000	strip	n/a
LA9	ECOG	V	n/a	n/a	LA	1000	strip	n/a
LA10	ECOG	V	n/a	n/a	LA	1000	strip	n/a
LU1	ECOG	V	n/a	n/a	LU	1000	strip	n/a
LU2	ECOG	V	n/a	n/a	LU	1000	strip	n/a
LU3	ECOG	V	n/a	n/a	LU	1000	strip	n/a
LU4	ECOG	V	n/a	n/a	LU	1000	strip	n/a
LU5	ECOG	V	n/a	n/a	LU	1000	strip	n/a
LU6	ECOG	V	n/a	n/a	LU	1000	strip	n/a
LU7	ECOG	V	n/a	n/a	LU	1000	strip	n/a
LU8	ECOG	V	n/a	n/a	LU	1000	strip	n/a
LU9	ECOG	V	n/a	n/a	LU	1000	strip	n/a
LU10	ECOG	V	n/a	n/a	LU	1000	strip	n/a
LT1	ECOG	V	n/a	n/a	LT	1000	strip	n/a
LT2	ECOG	V	n/a	n/a	LT	1000	strip	n/a
LT3	ECOG	V	n/a	n/a	LT	1000	strip	n/a
LT4	ECOG	V	n/a	n/a	LT	1000	strip	n/a
LT5	ECOG	V	n/a	n/a	LT	1000	strip	n/a
LT6	ECOG	V	n/a	n/a	LT	1000	strip	n/a
LT7	ECOG	V	n/a	n/a	LT	1000	strip	n/a
LT8	ECOG	V	n/a	n/a	LT	1000	strip	n/a
LT9	ECOG	V	n/a	n/a	LT	1000	strip	n/a
LT10	ECOG	V	n/a	n/a	LT	1000	strip	n/a
LF1	ECOG	V	n/a	n/a	LF	1000	strip	n/a
LF2	ECOG	V	n/a	n/a	LF	1000	strip	n/a
LF3	ECOG	V	n/a	n/a	LF	1000	strip	n/a
LF4	ECOG	V	n/a	n/a	LF	1000	strip	n/a
LF5	ECOG	V	n/a	n/a	LF	1000	strip	n/a
LF7	ECOG	V	n/a	n/a	LF	1000	strip	n/a
LF8	ECOG	V	n/a	n/a	LF	1000	strip	n/a
LF9	ECOG	V	n/a	n/a	LF	1000	strip	n/a
LF10	ECOG	V	n/a	n/a	LF	1000	strip	n/a
LC1	ECOG	V	n/a	n/a	LC	1000	strip	n/a
LC2	ECOG	V	n/a	n/a	LC	1000	strip	n/a
LC3	ECOG	V	n/a	n/a	LC	1000	strip	n/a
LC4	ECOG	V	n/a	n/a	LC	1000	strip	n/a
LC5	ECOG	V	n/a	n/a	LC	1000	strip	n/a
LC6	ECOG	V	n/a	n/a	LC	1000	strip	n/a
LC7	ECOG	V	n/a	n/a	LC	1000	strip	n/a
LC8	ECOG	V	n/a	n/a	LC	1000	strip	n/a
LC9	ECOG	V	n/a	n/a	LC	1000	strip	n/a
LC10	ECOG	V	n/a	n/a	LC	1000	strip	n/a
LX1	ECOG	V	n/a	n/a	LX	1000	strip	n/a
LX2	ECOG	V	n/a	n/a	LX	1000	strip	n/a
LX3	ECOG	V	n/a	n/a	LX	1000	strip	n/a
LX4	ECOG	V	n/a	n/a	LX	1000	strip	n/a
LX5	ECOG	V	n/a	n/a	LX	1000	strip	n/a
LX6	ECOG	V	n/a	n/a	LX	1000	strip	n/a
LX7	ECOG	V	n/a	n/a	LX	1000	strip	n/a
LX8	ECOG	V	n/a	n/a	LX	1000	strip	n/a
LX9	ECOG	V	n/a	n/a	LX	1000	strip	n/a
LX10	ECOG	V	n/a	n/a	LX	1000	strip	n/a
LR1	ECOG	V	n/a	n/a	LR	1000	strip	n/a
LR2	ECOG	V	n/a	n/a	LR	1000	strip	n/a
