name	x	y	z	size	group	hemisphere	type	ind.region
RO1	4.97855	58.3928	-17.2068546775669	5.024	RO	R	depth	medialorbitofrontal
RO2	7.68594	58.9203	-14.6193391772129	5.024	RO	R	depth	frontalpole
RO3	10.3228	57.3426	-13.0604520490546	5.024	RO	R	depth	frontalpole
RO4	13.225	56.2812	-12.2009539467768	5.024	RO	R	depth	frontalpole
RO5	17.8579	55.6653	-10.9907999451202	5.024	RO	R	depth	lateralorbitofrontal
RO6	22.2877	57.3024	-10.486196348915	5.024	RO	R	depth	rostralmiddlefrontal
RO7	25.3217	58.563	-10.3259558755193	5.024	RO	R	depth	rostralmiddlefrontal
RO8	28.4819	59.709	-8.37098488218889	5.024	RO	R	depth	rostralmiddlefrontal
RO9	31.7653	60.0939	-7.31415117283152	5.024	RO	R	depth	rostralmiddlefrontal
RO10	34.5457	60.3307	-6.16508835538566	5.024	RO	R	depth	rostralmiddlefrontal
RA1	22.0382	-0.902154	-25.5951131540159	5.024	RA	R	depth	insula
RA2	25.3381	-2.61921	-24.8553681425636	5.024	RA	R	depth	insula
RA3	28.7728	-3.05807	-24.7213028309195	5.024	RA	R	depth	insula
RA4	32.4389	-4.82089	-23.0144853196783	5.024	RA	R	depth	insula
RA5	36.1134	-5.49531	-23.3312184709624	5.024	RA	R	depth	insula
RA6	40.3688	-6.57517	-22.6881422598553	5.024	RA	R	depth	insula
RA7	44.3383	-6.276	-21.4785737586796	5.024	RA	R	depth	superiortemporal
RA8	47.2411	-7.73338	-21.9790210768762	5.024	RA	R	depth	superiortemporal
RA9	50.8101	-8.47013	-23.3496050930701	5.024	RA	R	depth	middletemporal
RA10	55.1368	-10.3591	-25.5608504639064	5.024	RA	R	depth	inferiortemporal
RA11	60.2456	-10.6015	-26.6368649803389	5.024	RA	R	depth	middletemporal
RA12	64.8652	-10.6527	-27.171612278386	5.024	RA	R	depth	middletemporal
RB1	21.1356	-13.9661	-22.5352426374669	5.024	RB	R	depth	insula
RB2	24.6855	-13.9474	-21.7536478718838	5.024	RB	R	depth	insula
RB3	28.1032	-15.2649	-21.1391007901264	5.024	RB	R	depth	insula
RB4	31.6082	-16.9099	-20.7757827408074	5.024	RB	R	depth	insula
RB5	35.8333	-15.7648	-20.2323061266783	5.024	RB	R	depth	insula
RB6	39.6721	-15.5602	-18.0496795208253	5.024	RB	R	depth	insula
RB7	43.7748	-14.9865	-17.3609574032667	5.024	RB	R	depth	superiortemporal
RB8	46.9719	-16.143	-18.2640437353387	5.024	RB	R	depth	middletemporal
RB9	50.6665	-16.6674	-19.699672185184	5.024	RB	R	depth	middletemporal
RB10	55.1006	-16.8573	-19.8245720933773	5.024	RB	R	depth	middletemporal
RB11	59.3211	-17.1247	-16.5548719937709	5.024	RB	R	depth	middletemporal
RB12	62.4938	-16.4157	-12.7947552905207	5.024	RB	R	depth	middletemporal
RC1	23.1838	-21.8591	-16.9855259207439	5.024	RC	R	depth	insula
RC2	26.3946	-23.0921	-16.1537933010414	5.024	RC	R	depth	insula
RC3	29.467	-23.908	-16.5733873097388	5.024	RC	R	depth	insula
RC4	31.9449	-25.4417	-16.5115789404945	5.024	RC	R	depth	insula
RC5	37.4156	-25.47	-14.5322311084763	5.024	RC	R	depth	insula
RC6	41.7273	-25.1585	-12.8747015869624	5.024	RC	R	depth	insula
RC7	46.2951	-24.1658	-12.6510777080845	5.024	RC	R	depth	inferiortemporal
RC8	51.09	-25.349	-10.7806454303838	5.024	RC	R	depth	inferiortemporal
RC9	54.5701	-25.1389	-9.69103007359617	5.024	RC	R	depth	middletemporal
RC10	57.9126	-26.7857	-9.51824387158065	5.024	RC	R	depth	middletemporal
RC11	61.6322	-26.591	-8.46177820715165	5.024	RC	R	depth	middletemporal
RC12	65.8022	-27.6195	-8.62343201822996	5.024	RC	R	depth	middletemporal
RR1	22.9672	-0.557687	-34.8258369242036	5.024	RR	R	depth	entorhinal
RR2	26.4386	-2.46943	-33.6540052664838	5.024	RR	R	depth	entorhinal
RR3	30.1126	-3.12502	-32.6739989239251	5.024	RR	R	depth	entorhinal
RR4	35.106	-3.71616	-31.2163556680663	5.024	RR	R	depth	insula
RR5	39.047	-4.96987	-29.9789867266914	5.024	RR	R	depth	insula
RR6	43.0083	-6.55514	-29.5256023110682	5.024	RR	R	depth	inferiortemporal
RR7	45.6707	-9.1782	-29.4218502683157	5.024	RR	R	depth	inferiortemporal
RR8	48.4222	-10.4986	-29.2613619432393	5.024	RR	R	depth	inferiortemporal
RR9	52.0919	-12.1509	-29.4956489772472	5.024	RR	R	depth	inferiortemporal
RR10	56.0697	-12.9838	-29.1630026135176	5.024	RR	R	depth	inferiortemporal
RI1	36.2638	7.77017	-7.4932640201334	5.024	RI	R	depth	insula
RI2	35.809	8.90867	-4.13300526390884	5.024	RI	R	depth	insula
RI3	34.4505	9.90292	-0.501673366023722	5.024	RI	R	depth	insula
RI4	32.9561	11.4643	3.35460356027454	5.024	RI	R	depth	insula
RI5	31.2865	14.3131	6.88743132968539	5.024	RI	R	depth	insula
RI6	28.5203	17.1349	10.0561916112605	5.024	RI	R	depth	insula
RI7	28.151	17.6246	11.2015157393716	5.024	RI	R	depth	insula
RI8	27.1137	18.6948	13.2849864194028	5.024	RI	R	depth	insula
RI9	27.0505	18.9489	13.7902949031126	5.024	RI	R	depth	insula
RI10	26.4668	19.4126	14.5487156081974	5.024	RI	R	depth	insula
RI11	25.2539	22.6382	18.5239473916768	5.024	RI	R	depth	parsopercularis
RI12	24.1396	25.0542	21.613352505737	5.024	RI	R	depth	rostralmiddlefrontal
RI13	23.566	26.0248	24.1228344946035	5.024	RI	R	depth	rostralmiddlefrontal
RI14	23.2867	25.9119	27.6529432026742	5.024	RI	R	depth	rostralmiddlefrontal
RI15	22.9089	27.2528	27.3337524380064	5.024	RI	R	depth	rostralmiddlefrontal
RI16	20.5383	32.3973	30.987746769968	5.024	RI	R	depth	superiorfrontal
RI17	19.0657	33.2032	32.6675367507177	5.024	RI	R	depth	superiorfrontal
RI18	17.3377	33.8718	36.4881630006082	5.024	RI	R	depth	superiorfrontal
RJ1	42.9047	5.55004	-5.2002921527707	5.024	RJ	R	depth	insula
RJ2	40.9129	5.10801	0.683190306116379	5.024	RJ	R	depth	insula
RJ3	38.7672	4.16362	4.48181348019348	5.024	RJ	R	depth	insula
RJ4	36.8923	3.84362	8.09028122739886	5.024	RJ	R	depth	insula
RJ5	35.6305	3.83454	12.4866590860966	5.024	RJ	R	depth	precentral
RJ6	34.5092	3.15749	16.745045220312	5.024	RJ	R	depth	precentral
RJ7	33.2937	2.27042	20.7551409325952	5.024	RJ	R	depth	precentral
RJ8	33.2199	1.67671	25.5308182196772	5.024	RJ	R	depth	caudalmiddlefrontal
RJ9	33.0219	1.67378	30.6231754062747	5.024	RJ	R	depth	caudalmiddlefrontal
RJ10	31.3348	1.07794	35.532167226698	5.024	RJ	R	depth	caudalmiddlefrontal
RJ11	28.8015	1.30202	39.4361700969328	5.024	RJ	R	depth	caudalmiddlefrontal
RJ12	24.8461	0.336029	43.0855203471861	5.024	RJ	R	depth	caudalmiddlefrontal
RJ13	21.9701	-0.943656	50.8673499864703	5.024	RJ	R	depth	superiorfrontal
RJ14	19.3446	-0.696736	59.8842622717427	5.024	RJ	R	depth	superiorfrontal
RJ15	16.7724	0.412453	65.673242825696	5.024	RJ	R	depth	superiorfrontal
RJ16	15.6796	0.361276	70.2239218864217	5.024	RJ	R	depth	superiorfrontal
RJ17	15.3068	-1.26779	73.6732541058494	5.024	RJ	R	depth	superiorfrontal
RJ18	14.6586	-2.25967	77.0162834722846	5.024	RJ	R	depth	superiorfrontal
RU1	7.99245	42.4574	12.1505083393716	5.024	RU	R	depth	rostralanteriorcingulate
RU2	11.7521	41.4208	12.1496742033661	5.024	RU	R	depth	rostralanteriorcingulate
RU3	15.2634	41.0954	11.8610447644893	5.024	RU	R	depth	rostralanteriorcingulate
RU4	18.1485	40.6823	12.4347146085313	5.024	RU	R	depth	superiorfrontal
RU5	20.6655	40.7784	12.4250539453071	5.024	RU	R	depth	rostralmiddlefrontal
RU6	24.4176	40.7229	12.2218796306077	5.024	RU	R	depth	rostralmiddlefrontal
RU7	27.7189	41.2789	12.363532178994	5.024	RU	R	depth	rostralmiddlefrontal
RU8	31.9449	42.8652	14.2410203436155	5.024	RU	R	depth	rostralmiddlefrontal
RU9	35.3512	44.6788	15.0921560765726	5.024	RU	R	depth	rostralmiddlefrontal
RU10	38.6255	45.3894	15.7715790655529	5.024	RU	R	depth	rostralmiddlefrontal
RU11	41.8918	45.1245	16.3257649540997	5.024	RU	R	depth	rostralmiddlefrontal
RU12	45.2301	44.6359	17.0280983343603	5.024	RU	R	depth	rostralmiddlefrontal
RV1	7.40165	24.7346	22.1648329883243	5.024	RV	R	depth	caudalanteriorcingulate
RV2	11.3381	23.6507	22.9319411812195	5.024	RV	R	depth	caudalanteriorcingulate
RV3	14.9256	23.8118	24.0085032647721	5.024	RV	R	depth	superiorfrontal
RV4	18.1954	24.1795	25.4601555362247	5.024	RV	R	depth	superiorfrontal
RV5	21.2038	24.5617	27.1836271796919	5.024	RV	R	depth	rostralmiddlefrontal
RV6	23.6475	24.7567	28.5493363438508	5.024	RV	R	depth	rostralmiddlefrontal
RV7	26.1146	24.0818	32.5468728862446	5.024	RV	R	depth	rostralmiddlefrontal
RV8	28.5332	24.4825	34.2799244573821	5.024	RV	R	depth	rostralmiddlefrontal
RV9	31.5689	24.3574	35.6572006692386	5.024	RV	R	depth	rostralmiddlefrontal
RV10	34.6177	25.5404	35.9537942293263	5.024	RV	R	depth	rostralmiddlefrontal
RV11	38.7328	26.6283	36.4644691229756	5.024	RV	R	depth	rostralmiddlefrontal
RV12	44.3642	24.4021	35.1806502308155	5.024	RV	R	depth	rostralmiddlefrontal
RK1	38.4342	1.29673	-9.60767915120641	5.024	RK	R	depth	insula
RK2	38.2113	0.890513	-7.20642665079747	5.024	RK	R	depth	insula
RK3	37.8662	0.362811	-5.43256851036328	5.024	RK	R	depth	insula
RK4	36.903	-1.17281	-2.55213240250484	5.024	RK	R	depth	insula
RK5	36.2937	-2.91622	-0.274020184391856	5.024	RK	R	depth	insula
RK6	35.7314	-3.88399	2.50020406988854	5.024	RK	R	depth	insula
RK7	34.8727	-4.56051	4.79895295950503	5.024	RK	R	depth	insula
RK8	33.8002	-5.74861	7.60270775216432	5.024	RK	R	depth	insula
RK9	32.8318	-6.32587	10.2524017934004	5.024	RK	R	depth	insula
RK10	31.7445	-7.37961	13.2124147224481	5.024	RK	R	depth	insula
RK11	31.5245	-8.57463	15.7261976535636	5.024	RK	R	depth	insula
RK12	31.1256	-8.86055	18.0161266681413	5.024	RK	R	depth	insula
RK13	30.4913	-9.65383	21.4341702650664	5.024	RK	R	depth	insula
RK14	29.756	-10.4808	24.618545357464	5.024	RK	R	depth	insula
RK15	28.8911	-11.0465	28.5403692574673	5.024	RK	R	depth	insula
RK16	28.2283	-11.4264	32.5831479227642	5.024	RK	R	depth	precentral
RK17	26.8816	-13.2137	37.2991128632385	5.024	RK	R	depth	precentral
RK18	26.1687	-13.9132	39.3474186253055	5.024	RK	R	depth	precentral
