name	type	units	low_cutoff	high_cutoff	reference	group	sampling_frequency	description	notch
1Ld1-1Ld2	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
1Ld2-1Ld3	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
1Ld3-1Ld4	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
1Ld4-1Ld5	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
1Ld5-1Ld6	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
1Ld6-1Ld7	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
1Ld7-1Ld8	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
1Ld8-1Ld9	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
1Ld10-1Ld9	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
1Ld10-1Ld11	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
1Ld11-1Ld12	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
1Ld12-1Ld13	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
1Ld13-1Ld14	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
1Ld14-1Ld15	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
3Ld1-3Ld2	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
3Ld2-3Ld3	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
3Ld3-3Ld4	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
3Ld4-3Ld5	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
3Ld5-3Ld6	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
3Ld6-3Ld7	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
3Ld7-3Ld8	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
3Ld8-3Ld9	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
3Ld10-3Ld9	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
3Ld10-3Ld11	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
3Ld11-3Ld12	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
5Ld1-5Ld2	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
5Ld2-5Ld3	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
5Ld3-5Ld4	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
5Ld4-5Ld5	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
5Ld5-5Ld6	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
5Ld6-5Ld7	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
5Ld7-5Ld8	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
5Ld8-5Ld9	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
5Ld10-5Ld9	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
5Ld10-5Ld11	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
5Ld11-5Ld12	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld1-7Ld2	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld2-7Ld3	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld3-7Ld4	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld4-7Ld5	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld5-7Ld6	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld6-7Ld7	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld7-7Ld8	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld8-7Ld9	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld10-7Ld9	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld10-7Ld11	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld11-7Ld12	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld12-7Ld13	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld13-7Ld14	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
7Ld14-7Ld15	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
11Ld1-11Ld2	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
11Ld2-11Ld3	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
11Ld3-11Ld4	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
11Ld4-11Ld5	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
11Ld5-11Ld6	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
11Ld6-11Ld7	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
11Ld7-11Ld8	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
13Ld1-13Ld2	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
13Ld2-13Ld3	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
13Ld3-13Ld4	SEEG	V	n/a	n/a	bipolar	Ld	2048	depth	n/a
