name	x	y	z	size	group	hemisphere	type	ind.region
LI1	-38.9987	3.57176	-12.3087560892871	5.024	LI	L	depth	insula
LI2	-37.1855	-1.86728	-6.58820340928463	5.024	LI	L	depth	insula
LI3	-37.8216	-3.73028	-3.71128727059407	5.024	LI	L	depth	insula
LI4	-35.1813	-7.16691	2.44383007422354	5.024	LI	L	depth	insula
LI5	-34.7425	-8.88938	4.55379725763419	5.024	LI	L	depth	insula
LI6	-32.3317	-13.8908	10.6489509267631	5.024	LI	L	depth	insula
LI7	-30.1224	-18.026	14.7236436762293	5.024	LI	L	depth	insula
LI8	-28.3325	-23.2464	21.3138231168821	5.024	LI	L	depth	insula
LI9	-28.3825	-25.487	24.7563098519978	5.024	LI	L	depth	insula
LI10	-25.5913	-31.0538	33.1798761380386	5.024	LI	L	depth	superiorparietal
LI11	-25.3151	-32.5913	36.1270022857118	5.024	LI	L	depth	superiorparietal
LI12	-21.5214	-38.747	44.2943641879661	5.024	LI	L	depth	superiorparietal
LI13	-18.9252	-45.6073	48.1206606903084	5.024	LI	L	depth	precuneus
LI14	-17.1096	-52.8052	58.2601520350821	5.024	LI	L	depth	superiorparietal
LI15	-16.7036	-53.5691	60.969191409692	5.024	LI	L	depth	superiorparietal
LI16	-14.0252	-56.173	69.423773927936	5.024	LI	L	depth	superiorparietal
LI17	-14.2436	-57.3707	70.7836211728009	5.024	LI	L	depth	superiorparietal
LI18	-13.4362	-62.1145	75.0673961353988	5.024	LI	L	depth	superiorparietal
LJ1	-36.2115	10.6949	-9.55283091303538	5.024	LJ	L	depth	insula
LJ2	-37.0577	6.09814	-5.54098289535273	5.024	LJ	L	depth	insula
LJ3	-34.8297	2.91806	-0.310449867379854	5.024	LJ	L	depth	insula
LJ4	-34.5376	1.91358	3.0117040907935	5.024	LJ	L	depth	insula
LJ5	-32.4576	-1.98286	10.1386467309454	5.024	LJ	L	depth	insula
LJ6	-30.1945	-5.50507	14.5107375064057	5.024	LJ	L	depth	insula
LJ7	-30.1439	-8.66916	20.0713216282873	5.024	LJ	L	depth	insula
LJ8	-27.4936	-13.2772	28.2714757240675	5.024	LJ	L	depth	insula
LJ9	-27.4226	-15.5246	32.2023980753884	5.024	LJ	L	depth	precentral
LJ10	-25.0282	-19.7639	39.0006532230843	5.024	LJ	L	depth	precentral
LJ11	-22.4863	-24.3769	45.4525299735209	5.024	LJ	L	depth	posteriorcingulate
LJ12	-22.5553	-28.353	52.7953366874526	5.024	LJ	L	depth	precentral
LJ13	-20.4113	-34.1189	58.2174093220554	5.024	LJ	L	depth	precentral
LJ14	-15.5375	-35.4032	64.8774984612597	5.024	LJ	L	depth	postcentral
LJ15	-15.5479	-35.4203	65.5581824043773	5.024	LJ	L	depth	postcentral
LJ16	-14.9983	-38.9912	71.4613422884263	5.024	LJ	L	depth	postcentral
LJ17	-13.8683	-43.7943	79.3645262137061	5.024	LJ	L	depth	postcentral
LJ18	-13.0906	-45.912	83.9692060497272	5.024	LJ	L	depth	postcentral
LK1	-36.1998	10.565	-10.0804744105563	5.024	LK	L	depth	insula
LK2	-36.3195	11.8681	-7.67714554372179	5.024	LK	L	depth	insula
LK3	-35.0699	11.4544	0.57218626981917	5.024	LK	L	depth	insula
LK4	-35.2037	11.1504	1.92389031892916	5.024	LK	L	depth	insula
LK5	-32.5072	10.3453	9.59856269826577	5.024	LK	L	depth	insula
LK6	-32.3484	10.1349	12.3629652866334	5.024	LK	L	depth	insula
LK7	-28.3432	10.1548	22.1842204570099	5.024	LK	L	depth	caudalmiddlefrontal
LK8	-27.4128	10.6504	25.9579657913871	5.024	LK	L	depth	caudalmiddlefrontal
LK9	-24.507	11.7034	33.9384927465751	5.024	LK	L	depth	caudalmiddlefrontal
LK10	-24.3865	11.7829	36.5637151567356	5.024	LK	L	depth	caudalmiddlefrontal
LK11	-20.7468	15.1395	42.3856499755881	5.024	LK	L	depth	superiorfrontal
LK12	-20.1359	16.4646	45.6458539916829	5.024	LK	L	depth	superiorfrontal
LK13	-20.0664	16.7371	52.1945834641521	5.024	LK	L	depth	superiorfrontal
LK14	-19.3106	14.4025	56.5300079864259	5.024	LK	L	depth	superiorfrontal
LK15	-19.4894	14.1389	58.1504554550717	5.024	LK	L	depth	superiorfrontal
LK16	-17.7546	9.7416	66.9614093742834	5.024	LK	L	depth	superiorfrontal
LK17	-17.9954	9.81865	67.8767732662445	5.024	LK	L	depth	superiorfrontal
LK18	-16.8018	9.07236	76.6525455858673	5.024	LK	L	depth	superiorfrontal
LO1	-16.9649	41.0539	-15.005566008448	5.024	LO	L	depth	lateralorbitofrontal
LO2	-24.2156	40.4995	-11.1950744639241	5.024	LO	L	depth	lateralorbitofrontal
LO3	-26.8306	39.6823	-10.0951937192212	5.024	LO	L	depth	lateralorbitofrontal
LO4	-31.6219	38.3886	-9.63760170317323	5.024	LO	L	depth	lateralorbitofrontal
LO5	-36.3691	38.2694	-8.64319191613447	5.024	LO	L	depth	rostralmiddlefrontal
LO6	-42.8693	38.0317	-6.09714215237197	5.024	LO	L	depth	parstriangularis
LO7	-48.6326	38.0274	-3.95591355760515	5.024	LO	L	depth	parstriangularis
LO8	-54.9044	38.5282	-2.23600777831228	5.024	LO	L	depth	parstriangularis
LO9	-61.1121	40.3495	1.0224908619562	5.024	LO	L	depth	parstriangularis
LO10	-62.8067	41.1459	2.11847081339788	5.024	LO	L	depth	parstriangularis
LL1	-33.5515	15.3821	-12.621154754264	5.024	LL	L	depth	insula
LL2	-32.1082	18.5794	-7.63409927205219	5.024	LL	L	depth	insula
LL3	-30.7107	21.124	-2.03700540376877	5.024	LL	L	depth	insula
LL4	-28.4921	23.644	2.91541906050439	5.024	LL	L	depth	insula
LL5	-25.4927	26.1241	7.93315102057489	5.024	LL	L	depth	parstriangularis
LL6	-22.575	29.6377	13.0582619721833	5.024	LL	L	depth	rostralmiddlefrontal
LL7	-22.3525	31.124	15.042869123289	5.024	LL	L	depth	rostralmiddlefrontal
LL8	-19.5321	35.1597	20.5551025529954	5.024	LL	L	depth	rostralmiddlefrontal
LL9	-16.1578	39.465	25.6071411187885	5.024	LL	L	depth	rostralmiddlefrontal
LL10	-15.3972	44.9449	32.9463971648019	5.024	LL	L	depth	superiorfrontal
LL11	-11.7319	47.6523	36.7603276066049	5.024	LL	L	depth	superiorfrontal
LL12	-8.62122	50.4769	40.47778828264	5.024	LL	L	depth	superiorfrontal
LL13	-8.3206	53.6459	46.0857691663382	5.024	LL	L	depth	superiorfrontal
LL14	-7.05242	55.3534	50.2306982891075	5.024	LL	L	depth	superiorfrontal
LL15	-5.13709	57.8554	55.7139476079668	5.024	LL	L	depth	superiorfrontal
LBB1	-46.5996	29.7229	7.47657749531861	5.024	LBB	L	depth	parstriangularis
LBB2	-49.2042	28.4057	6.38291559278751	5.024	LBB	L	depth	parstriangularis
LBB3	-55.8044	26.1418	3.71322391675461	5.024	LBB	L	depth	parstriangularis
LBB4	-62.62	26.4258	-0.399069459092096	5.024	LBB	L	depth	parstriangularis
LBB5	-65.7032	26.6085	-1.11378124560476	5.024	LBB	L	depth	parstriangularis
LBC1	-40.3652	23.0857	15.6885945800605	5.024	LBC	L	depth	parsopercularis
LBC2	-49.1499	20.2527	14.7201802175999	5.024	LBC	L	depth	parsopercularis
LBC3	-54.8104	18.1445	12.8686415108653	5.024	LBC	L	depth	parsopercularis
LBC4	-70.199	18.2817	8.87185704585208	5.024	LBC	L	depth	parsopercularis
LBC5	-71.9483	18.4738	8.58466871709915	5.024	LBC	L	depth	parsopercularis
LBD1	-56.3797	-0.548835	12.043570440116	5.024	LBD	L	depth	precentral
