name	x	y	z	size	group	hemisphere	type	ind.region
LAD1	-16.5385	-0.131133	-17.533990978028	-999	LAD	L	depth	insula
LAD2	-19.8176	0.595658	-18.1303783490235	-999	LAD	L	depth	insula
LAD3	-24.0162	1.29401	-17.858537481998	-999	LAD	L	depth	insula
LAD4	-26.7867	1.94964	-18.8221995320889	-999	LAD	L	depth	insula
LAD5	-31.6001	1.44547	-19.316485781853	-999	LAD	L	depth	insula
LAD6	-36.5105	1.99456	-20.7397294076287	-999	LAD	L	depth	insula
LAD7	-39.9716	2.90683	-20.0436732654358	-999	LAD	L	depth	superiortemporal
LAD8	-43.263	4.41058	-20.230041202641	-999	LAD	L	depth	superiortemporal
LAD9	-46.2917	4.76753	-19.8765180450523	-999	LAD	L	depth	superiortemporal
LAD10	-50.248	5.64968	-20.6997368069773	-999	LAD	L	depth	superiortemporal
LAD11	-55.8047	6.20876	-19.7723348190545	-999	LAD	L	depth	middletemporal
LAD12	-60.2395	6.31974	-20.4045696967549	-999	LAD	L	depth	middletemporal
LAD13	-63.3871	6.54903	-21.0409830438659	-999	LAD	L	depth	middletemporal
LAD14	-67.3166	6.2566	-20.9130967858841	-999	LAD	L	depth	middletemporal
LAHD1	-16.5316	-7.58429	-16.8884574555663	-999	LAHD	L	depth	insula
LAHD2	-20.5427	-7.60744	-17.2311574185582	-999	LAHD	L	depth	insula
LAHD3	-24.6362	-8.27119	-17.7044434222831	-999	LAHD	L	depth	insula
LAHD4	-28.2617	-8.32913	-19.3940648354801	-999	LAHD	L	depth	insula
LAHD5	-32.9769	-8.29354	-20.3982404869146	-999	LAHD	L	depth	insula
LAHD6	-37.6688	-8.95331	-21.6953519468215	-999	LAHD	L	depth	insula
LAHD7	-40.7899	-9.16911	-22.0270834414145	-999	LAHD	L	depth	insula
LAHD8	-44.1735	-9.69213	-22.8212055880135	-999	LAHD	L	depth	insula
LAHD9	-49.1699	-11.3092	-23.9814978233971	-999	LAHD	L	depth	inferiortemporal
LAHD10	-52.9245	-11.667	-24.4305872825748	-999	LAHD	L	depth	inferiortemporal
LAHD11	-57.6869	-10.8302	-23.3738409882067	-999	LAHD	L	depth	middletemporal
LAHD12	-61.2505	-10.1672	-22.3823636253511	-999	LAHD	L	depth	middletemporal
LPHD1	-24.607	-11.5571	-16.7311881967866	-999	LPHD	L	depth	insula
LPHD2	-28.376	-11.9795	-17.050379501423	-999	LPHD	L	depth	insula
LPHD3	-32.4338	-13.0095	-18.0479695644418	-999	LPHD	L	depth	insula
LPHD4	-37.0227	-14.0542	-17.9484637706915	-999	LPHD	L	depth	insula
LPHD5	-39.7297	-14.3238	-16.8004068970789	-999	LPHD	L	depth	insula
LPHD6	-42.8683	-15.0298	-16.0169207210366	-999	LPHD	L	depth	insula
LPHD7	-46.9003	-15.869	-16.3287856793867	-999	LPHD	L	depth	superiortemporal
LPHD8	-50.77	-16.4666	-16.1630467448353	-999	LPHD	L	depth	superiortemporal
LPHD9	-56.6036	-16.9359	-16.3084043347063	-999	LPHD	L	depth	middletemporal
LPHD10	-62.1015	-17.2264	-15.4204754267654	-999	LPHD	L	depth	middletemporal
LPHD11	-65.6402	-17.3067	-13.9564210830833	-999	LPHD	L	depth	middletemporal
LPHD12	-68.7557	-17.9419	-12.2067265695025	-999	LPHD	L	depth	middletemporal
LPHD13	-70.4807	-18.5762	-10.6161302030006	-999	LPHD	L	depth	middletemporal
LPHD14	-72.8987	-19.4714	-9.37554586491282	-999	LPHD	L	depth	middletemporal
LID1	-45.3003	2.86993	-13.2597414165526	-999	LID	L	depth	superiortemporal
LID2	-45.379	3.19528	-10.9306486874765	-999	LID	L	depth	insula
LID3	-45.0596	4.62812	-6.75666361733868	-999	LID	L	depth	insula
LID4	-42.934	6.26991	-2.84513784562742	-999	LID	L	depth	insula
LID5	-41.6451	8.37812	1.38199008451484	-999	LID	L	depth	insula
LID6	-40.4406	10.0391	5.70674405811161	-999	LID	L	depth	parsopercularis
LID7	-39.0439	11.9919	9.5814005020644	-999	LID	L	depth	parsopercularis
LID8	-37.0414	13.8292	12.8486788338432	-999	LID	L	depth	parsopercularis
LID9	-25.278	30.1768	37.7247482232709	-999	LID	L	depth	rostralmiddlefrontal
LID10	-24.9491	33.6366	41.7156280346138	-999	LID	L	depth	rostralmiddlefrontal
LID11	-24.438	35.5217	45.7950672200997	-999	LID	L	depth	rostralmiddlefrontal
LID12	-24.0277	36.7798	49.4908244340637	-999	LID	L	depth	rostralmiddlefrontal
LID13	-23.5317	37.5427	52.4070331349133	-999	LID	L	depth	rostralmiddlefrontal
LID14	-22.5663	38.2467	55.4376956997657	-999	LID	L	depth	rostralmiddlefrontal
LID15	-22.0237	39.2782	57.620205694153	-999	LID	L	depth	rostralmiddlefrontal
LID16	-21.2011	40.4791	60.7931383330475	-999	LID	L	depth	superiorfrontal
LOFD1	-3.96853	35.5739	-27.3297795533894	-999	LOFD	L	depth	medialorbitofrontal
LOFD2	-5.35665	36.3427	-25.8241447141044	-999	LOFD	L	depth	medialorbitofrontal
LOFD3	-6.52597	38.636	-21.7423404498042	-999	LOFD	L	depth	medialorbitofrontal
LOFD4	-7.33291	40.7547	-18.2176147405726	-999	LOFD	L	depth	medialorbitofrontal
LOFD5	-9.50238	41.9073	-16.3240507948646	-999	LOFD	L	depth	medialorbitofrontal
LOFD6	-14.1423	42.4261	-13.4880052985355	-999	LOFD	L	depth	medialorbitofrontal
LOFD7	-16.6274	42.9448	-9.24672592361655	-999	LOFD	L	depth	medialorbitofrontal
LOFD8	-19.9129	43.4841	-5.51829570569021	-999	LOFD	L	depth	medialorbitofrontal
LOFD9	-21.5276	43.9646	-3.88531481802217	-999	LOFD	L	depth	rostralmiddlefrontal
LOFD10	-24.403	44.6706	-0.223747960996691	-999	LOFD	L	depth	rostralmiddlefrontal
LOFD11	-27.0792	44.2147	6.97424090951894	-999	LOFD	L	depth	rostralmiddlefrontal
LOFD12	-27.495	45.5561	15.034899404466	-999	LOFD	L	depth	rostralmiddlefrontal
LOFD13	-29.3752	48.2329	19.2170753242285	-999	LOFD	L	depth	rostralmiddlefrontal
LOFD14	-29.6661	49.6731	23.6503805519102	-999	LOFD	L	depth	rostralmiddlefrontal
LOFD15	-30.4974	51.1948	28.9679348618881	-999	LOFD	L	depth	rostralmiddlefrontal
LOFD16	-32.6561	52.8177	31.1139714849728	-999	LOFD	L	depth	rostralmiddlefrontal
LBTD1	-29.724	-2.25175	-40.1131424848203	-999	LBTD	L	depth	fusiform
LBTD2	-30.9174	-1.78545	-39.1037010824435	-999	LBTD	L	depth	fusiform
LBTD3	-37.1182	-1.46981	-36.2629664803825	-999	LBTD	L	depth	fusiform
LBTD4	-41.6492	0.34921	-32.8663155307005	-999	LBTD	L	depth	inferiortemporal
LBTD5	-43.1719	1.02478	-30.2742895271575	-999	LBTD	L	depth	inferiortemporal
LBTD6	-44.9028	2.38384	-26.5255372429907	-999	LBTD	L	depth	superiortemporal
LBTD7	-46.836	2.51475	-23.0323662927549	-999	LBTD	L	depth	superiortemporal
LBTD8	-48.8781	2.93503	-21.5753656336973	-999	LBTD	L	depth	superiortemporal
LBTD9	-54.0462	3.44955	-18.5896621457196	-999	LBTD	L	depth	superiortemporal
LBTD10	-59.122	2.59531	-15.0241774316668	-999	LBTD	L	depth	superiortemporal
LBTD11	-60.3266	3.23726	-11.7260308121631	-999	LBTD	L	depth	superiortemporal
LBTD12	-64.0644	5.61948	-5.67307958343167	-999	LBTD	L	depth	superiortemporal
LSTS1	-67.3684	-6.24564	3.23538651300927	-999	LSTS	L	strip	superiortemporal
LSTS2	-68.322	-14.0638	9.240220043892	-999	LSTS	L	strip	superiortemporal
LSTS3	-64.4045	-22.2831	13.7923681333318	-999	LSTS	L	strip	superiortemporal
LSTS4	-64.0895	-32.1943	18.8753192370131	-999	LSTS	L	strip	supramarginal
