name	x	y	z	size	group	hemisphere	type	ind.region
LB1	-24.1728	-6.3984	-25.7405476356772	6.184	LB	L	strip	entorhinal
LB2	-27.9267	-6.76813	-25.6947574999251	6.184	LB	L	strip	entorhinal
LB3	-32.7104	-7.55691	-29.6037321982193	6.184	LB	L	strip	fusiform
LB4	-39.0456	-7.04411	-32.1981752461168	6.184	LB	L	strip	fusiform
LB5	-41.1463	-6.64818	-31.5787793178771	6.184	LB	L	strip	fusiform
LB6	-42.602	-6.01621	-32.0504530431121	6.184	LB	L	strip	fusiform
LB7	-44.554	-6.22432	-30.6988766752542	6.184	LB	L	strip	inferiortemporal
LB8	-47.4575	-5.57388	-29.6152322064526	6.184	LB	L	strip	inferiortemporal
LB9	-52.0362	-3.06096	-27.3112663010623	6.184	LB	L	strip	inferiortemporal
LB10	-57.409	-1.937	-28.9125746988198	6.184	LB	L	strip	inferiortemporal
LA1	-22.7916	3.63619	-27.8467704965001	6.184	LA	L	strip	temporalpole
LA2	-26.6262	2.96188	-28.7647872440476	6.184	LA	L	strip	temporalpole
LA3	-31.2436	3.40717	-29.7162022275281	6.184	LA	L	strip	temporalpole
LA4	-35.5376	4.42706	-29.1219831557588	6.184	LA	L	strip	fusiform
LA5	-40.469	5.91351	-29.9828849876097	6.184	LA	L	strip	fusiform
LA6	-44.6841	8.01799	-30.0147602869174	6.184	LA	L	strip	middletemporal
LA7	-44.6841	8.01799	-30.0147602869174	6.184	LA	L	strip	middletemporal
LA8	-48.7427	9.35878	-30.2694764769214	6.184	LA	L	strip	middletemporal
LA9	-51.9009	10.1372	-30.4651605543792	6.184	LA	L	strip	middletemporal
LA10	-58.1645	10.9166	-31.9983828335885	6.184	LA	L	strip	middletemporal
LU1	-39.2689	-30.702	-0.839345716366319	6.184	LU	L	strip	inferiortemporal
LU2	-41.4291	-29.649	0.00105430594153683	6.184	LU	L	strip	inferiortemporal
LU3	-42.1685	-29.2671	0.355586700037477	6.184	LU	L	strip	inferiortemporal
LU4	-47.8662	-26.8414	2.47278176736548	6.184	LU	L	strip	inferiortemporal
LU5	-53.7771	-25.5935	2.00932828405243	6.184	LU	L	strip	middletemporal
LU6	-54.8915	-25.4434	1.92721756546488	6.184	LU	L	strip	middletemporal
LU7	-57.1779	-25.2915	1.39696933106861	6.184	LU	L	strip	middletemporal
LU8	-63.1555	-25.2275	-0.909095983480409	6.184	LU	L	strip	middletemporal
LU9	-64.5495	-25.0575	-1.11240400794465	6.184	LU	L	strip	middletemporal
LU10	-67.9059	-24.5922	-1.17208824600535	6.184	LU	L	strip	superiortemporal
LT1	-46.4634	-17.748	-6.92425734046582	6.184	LT	L	strip	middletemporal
LT2	-49.1524	-16.8556	-7.45774208353014	6.184	LT	L	strip	middletemporal
LT3	-52.8453	-16.2571	-7.73347098329968	6.184	LT	L	strip	middletemporal
LT4	-55.6424	-15.8007	-8.02546767243947	6.184	LT	L	strip	middletemporal
LT5	-58.8664	-14.6698	-8.19527423191151	6.184	LT	L	strip	middletemporal
LT6	-59.8795	-14.5493	-8.36726016610705	6.184	LT	L	strip	middletemporal
LT7	-62.9363	-14.3543	-8.82034287577415	6.184	LT	L	strip	middletemporal
LT8	-65.4606	-13.575	-8.47968454659614	6.184	LT	L	strip	middletemporal
LT9	-71.1701	-12.902	-7.64877193953382	6.184	LT	L	strip	middletemporal
LT10	-72.1344	-12.6439	-7.3477054540418	6.184	LT	L	strip	middletemporal
LF1	-23.8207	-42.6982	-11.4762274632661	6.184	LF	L	strip	fusiform
LF2	-29.4918	-43.7101	-12.1841946772237	6.184	LF	L	strip	fusiform
LF3	-34.9921	-43.98	-11.9760463416186	6.184	LF	L	strip	fusiform
LF4	-40.0109	-44.7802	-12.5805777447563	6.184	LF	L	strip	fusiform
LF5	-44.5867	-44.515	-12.9487166259757	6.184	LF	L	strip	fusiform
LF7	-49.5228	-43.1264	-12.9769643532094	6.184	LF	L	strip	inferiortemporal
LF8	-54.567	-41.7819	-12.9923434122896	6.184	LF	L	strip	middletemporal
LF9	-59.3078	-40.2334	-11.1705320428255	6.184	LF	L	strip	middletemporal
LF10	-65.9695	-37.8233	-9.65185332321893	6.184	LF	L	strip	middletemporal
LC1	-30.1778	-21.2068	-16.341967122557	6.184	LC	L	strip	fusiform
LC2	-34.7293	-23.013	-18.7261451054507	6.184	LC	L	strip	fusiform
LC3	-39.6229	-22.7671	-17.9100689071196	6.184	LC	L	strip	fusiform
LC4	-45.0852	-20.9293	-17.0134411483826	6.184	LC	L	strip	inferiortemporal
LC5	-49.8834	-19.8237	-17.3691426279522	6.184	LC	L	strip	inferiortemporal
LC6	-56.1134	-18.5407	-17.502600794658	6.184	LC	L	strip	inferiortemporal
LC7	-62.7899	-18.775	-19.585499069221	6.184	LC	L	strip	middletemporal
LC8	-68.2608	-18.5229	-18.7444356265746	6.184	LC	L	strip	middletemporal
LC9	-73.1912	-17.9504	-17.3343817855455	6.184	LC	L	strip	middletemporal
LC10	-77.4537	-16.9092	-16.462551011773	6.184	LC	L	strip	middletemporal
LX1	-4.1571	-49.3458	16.3224223884884	6.184	LX	L	strip	isthmuscingulate
LX2	-12.0965	-49.3568	15.5632662329978	6.184	LX	L	strip	insula
LX3	-19.7745	-50.6169	15.1102969974365	6.184	LX	L	strip	isthmuscingulate
LX4	-25.7212	-52.7772	16.9536395013253	6.184	LX	L	strip	precuneus
LX5	-30.4292	-53.0754	19.8891980240301	6.184	LX	L	strip	superiorparietal
LX6	-37.113	-52.3922	22.039394166423	6.184	LX	L	strip	inferiorparietal
LX7	-42.9833	-52.627	21.8482191716333	6.184	LX	L	strip	inferiorparietal
LX8	-48.2285	-52.2464	20.9797460446426	6.184	LX	L	strip	inferiorparietal
LX9	-54.6476	-50.3831	23.4923039158448	6.184	LX	L	strip	inferiorparietal
LX10	-62.1739	-47.9115	24.036808750102	6.184	LX	L	strip	supramarginal
LR1	-37.2716	28.5715	17.3379210371871	6.184	LR	L	strip	parsopercularis
LR2	-39.7228	28.532	17.0114644539435	6.184	LR	L	strip	rostralmiddlefrontal
LR3	-44.7745	28.1626	15.8295575417544	6.184	LR	L	strip	parsopercularis
LR4	-47.5935	28.6666	15.3312481059523	6.184	LR	L	strip	parsopercularis
LR5	-50.6397	28.2413	15.1603470519375	6.184	LR	L	strip	parsopercularis
LR6	-54.3518	27.9533	15.5857980784364	6.184	LR	L	strip	parsopercularis
LR7	-56.8705	27.7868	16.0989089412515	6.184	LR	L	strip	parsopercularis
LR8	-62.2511	28.566	16.5840247121485	6.184	LR	L	strip	parsopercularis
LR9	-62.6721	28.2021	16.5927585293814	6.184	LR	L	strip	parsopercularis
