filename	acq_time
ieeg/sub-R1596T_ses-0_task-RepFR1_acq-bipolar_ieeg.edf	n/a
ieeg/sub-R1596T_ses-0_task-RepFR1_acq-monopolar_ieeg.edf	n/a
